Name,Country,Local,Floor,Apartment,Parking
Kfir Haddad,972,590840079,15,193,124
Aviv Avraham,972,515144666,17,187,1428
Shelly Malka,972,554376067,12,179,1338
Idan Derby,972,578724242,13,156,34
Or Shmueli,972,533916238,23,48,687
Hadar Kimchi,972,577438530,18,141,955
Omer Golani,972,566380170,7,35,569
Sharon Derby,972,521145557,16,144,381
Yossi Elbaz,972,508252930,9,76,1436
Roi Tal,972,577378514,3,181,205
Nadav Peretz,972,594055914,12,181,544
Yarden Halimi,972,567866980,0,53,284
Lior Derby,972,588626125,27,59,477
Or Amar,972,595671083,9,161,222
Noy Koren,972,579555698,17,179,377
Omer Amar,972,577204379,7,119,322
Eli Tzadok,972,535398025,11,36,305
Yael Shmueli,972,596153145,24,176,745
Leah Mizrahi,972,584974286,21,104,838
Dor Mizrahi,972,578406803,5,8,1347
Ilana BenAri,972,574002322,18,61,1456
Rotem Azoulay,972,557669524,9,38,880
Shai Derby,972,560871128,16,134,448
Yuval Shalom,972,554829259,30,169,1256
Yona Peretz,972,518346727,26,199,651
Asaf Gabbay,972,567464742,12,184,1194
Hila Golani,972,514489464,9,79,376
Rotem Tal,972,508017669,19,25,1147
Itay Halimi,972,533624639,20,9,1059
Yoav Gold,972,578449222,14,153,1143
Hila Shapira,972,523753237,22,146,875
Itay Hazan,972,575761324,0,191,900
Asaf Melamed,972,568616287,13,59,680
Tal Golan,972,548348621,1,127,806
Leah Avraham,972,540040355,7,144,941
Noa Levi,972,544959747,27,90,283
Lior Avitan,972,572274195,17,144,1406
Tal Derby,972,547350043,17,70,719
Yarden Peretz,972,550482415,19,177,924
Yossi Avitan,972,516767977,6,62,18
Shai Halimi,972,547542208,10,3,1381
Sharon Gabbay,972,526150885,13,137,810
Dalia Mor,972,507746347,11,47,585
Omer Gabbay,972,504074280,26,36,955
Hila Dahan,972,511594805,0,46,598
Yael Koren,972,515669130,11,75,815
Gadi Malka,972,528248850,8,11,90
Barak Moyal,972,550669427,13,151,404
Noa Peretz,972,547058634,3,19,14
Rina Mizrahi,972,540381569,4,111,1010
Omer Haddad,972,500727153,0,126,56
Itay Sultan,972,554749906,10,62,1102
Tal Haddad,972,564582763,4,36,536
Hadar Baruch,972,552957790,0,36,300
Adi Sharabi,972,554300180,3,9,307
Eli Shapira,972,556987645,10,2,680
Ronen Ninio,972,559103122,6,26,529
Dana Kaplan,972,551668322,4,175,1310
Dalia Hazan,972,500182437,28,99,455
Shai Kaplan,972,516486582,22,23,492
Lior Melamed,972,520001600,18,187,246
Asaf Levi,972,509346355,22,132,537
Itay Elbaz,972,577525796,19,54,375
Or BenAri,972,548166750,10,171,637
Hila Shmueli,972,551646890,17,16,613
Aviv Shmueli,972,547867572,18,110,925
Gal Lupin,972,527586206,10,173,614
Eli Shapira,972,580491371,13,4,1282
Yarden Azoulay,972,574763030,4,105,1250
Rotem Shmueli,972,507586718,7,92,153
Yossi Lupin,972,597469656,6,106,483
Hadar Kaplan,972,574999641,22,180,1124
Yona Weiss,972,563707695,5,96,616
Asaf BenAri,972,504727393,22,174,873
Dana Sharabi,972,573484811,11,24,1171
Shelly Tal,972,566442157,22,32,994
Talia Sabag,972,563665883,30,129,1363
Hila Kaplan,972,515946793,1,3,1499
Rotem Avraham,972,503383210,8,91,1344
Maya Shapira,972,536319620,11,87,923
Eli Halimi,972,531207723,5,77,21
Tal Moyal,972,597876161,0,75,428
Roi Sela,972,590131353,21,112,1450
Or Haddad,972,562153545,16,63,1156
Alon Shmueli,972,527652681,25,123,87
Yoav Gabbay,972,502172165,8,12,1478
Nadav Sharabi,972,535567966,24,196,991
Yuval Golani,972,585406377,25,171,806
Yael Avraham,972,510503059,2,102,618
Dalia Derby,972,538969234,24,125,284
Yossi Baruch,972,506686208,22,174,844
Dalia Derby,972,527186081,1,104,1495
Gadi Weiss,972,562789649,12,72,1452
Yossi Azoulay,972,550532460,10,158,1481
Gadi Halimi,972,597284262,11,97,1383
Yossi Tzadok,972,500069305,6,8,507
Dor Amar,972,573748225,23,189,1189
Roi Avitan,972,521132987,29,104,671
Rotem Alfasi,972,526908503,3,77,187
Lior Kimchi,972,521126106,16,115,1174
Or BenAmi,972,552837962,15,184,948
Shira Peretz,972,521796370,17,86,1029
Shira Weiss,972,557597077,19,102,961
Barak Avraham,972,555846012,8,118,1413
Yoav Dayan,972,507707292,0,141,1320
Lior Koren,972,530616224,10,94,206
Shai Halabi,972,514662481,17,95,152
Itay Gabbay,972,565670015,11,49,397
Leah Peretz,972,561376972,8,132,724
Ronen Avitan,972,557346696,22,64,187
Idan Biton,972,559521543,15,174,477
Adi Dahan,972,544207442,16,67,67
Or Lupin,972,569498723,10,116,44
Yoav Hazan,972,575890490,8,6,435
Yarden Kaplan,972,550186492,25,43,1294
Gadi Sharabi,972,570635725,23,57,1371
Omer Tal,972,518065820,5,89,21
Alon Kaplan,972,563422429,1,111,289
Hila Golani,972,591876944,1,112,848
Ariel Golani,972,506437866,3,176,462
Gal Tal,972,550336748,10,77,1404
Yoav Dahan,972,592674966,1,17,1002
Yona Gabbay,972,549101013,0,107,277
Noa Gabbay,972,592223245,27,34,642
Noa Peretz,972,517015096,20,13,878
Erez Peretz,972,549086275,12,180,368
Michal Tzadok,972,593671295,27,109,931
Nadav Golani,972,522649589,8,107,1281
Omer Avraham,972,535394076,11,33,210
Ilana Ninio,972,534677934,6,183,479
Yarden Koren,972,525818197,2,112,865
Hila Lupin,972,588464793,8,194,1092
Noa Tal,972,595054383,12,55,484
Maya Ninio,972,588536840,8,14,485
Leah Ashkenazi,972,554188457,7,9,1054
Dana Shalom,972,581904755,14,140,1055
Dor Elbaz,972,538113788,29,58,460
Nadav Malka,972,577914706,25,127,557
Daniel Shmueli,972,543571942,9,20,147
Leah Peretz,972,592554592,3,70,86
Lior Kimchi,972,578391549,15,30,1384
Leah Shalom,972,577571261,20,55,939
Yoav Malka,972,520134515,19,77,1274
Tal Melamed,972,502575330,7,176,129
Shira Tzadok,972,504339993,22,196,1482
Yossi Gabbay,972,532317098,30,48,1217
Or Melamed,972,519025334,25,77,302
Gadi Amar,972,595047113,23,98,576
Asaf Melamed,972,546405979,13,170,483
Hadar Sela,972,557950213,3,161,1416
Dalia Baruch,972,534129946,8,6,613
Daniel Dahan,972,532972985,23,70,369
Or Mizrahi,972,518788538,14,33,363
Or Cohen,972,561174383,25,146,1086
Erez BenAmi,972,577497580,4,160,1464
Erez Amar,972,556516009,24,180,693
Yuval Haddad,972,553212934,14,186,1172
Idan Melamed,972,539252944,28,174,774
Yarden Elbaz,972,506097968,6,196,1365
Yona Shalom,972,565769158,6,117,1046
Michal Melamed,972,529918984,1,194,439
Lior Sharabi,972,565877163,0,149,743
Dor Shapira,972,582867333,18,142,924
Tal Shmueli,972,509144669,1,11,855
Ronen Kimchi,972,559503988,23,63,1405
Noa Gold,972,587378512,22,105,423
Hila Golani,972,544118020,2,178,18
Itay Avitan,972,560939028,30,125,303
Yoav Baruch,972,549512551,2,46,2
Leah Golan,972,520418028,1,52,17
Dana Halabi,972,523427912,12,189,285
Noy BenAri,972,599125584,13,200,226
Hadar Shapira,972,510736153,18,195,798
Yona Malka,972,529189093,6,5,1131
Lior BenAri,972,584480801,18,186,1210
Eli Koren,972,540295720,19,36,633
Leah Golan,972,513807589,24,53,429
Aviv Sharabi,972,579163103,1,188,1168
Talia Dayan,972,539168492,17,11,1457
Shai Moyal,972,545868541,12,76,759
Shai Dayan,972,571462162,3,78,3
Roi Sabag,972,564738969,26,20,1219
Alon BenAmi,972,587471861,17,141,363
Tamar Halabi,972,513117304,27,139,922
Asaf Hazan,972,583640992,30,161,85
Yona Derby,972,551365485,22,88,171
Ronen Elbaz,972,561249813,6,33,594
Yona Elbaz,972,535948788,24,38,444
Eli Kimchi,972,524779216,0,77,93
Gadi Haddad,972,559205524,18,191,91
Gal Koren,972,569148593,4,103,230
Hila Biton,972,566234957,26,125,143
Ilana Sharabi,972,502282585,10,99,1343
Gal Peretz,972,580724601,4,51,1147
Gal Dayan,972,513695756,1,46,11
Erez Shapira,972,590654677,0,123,299
Idan Baruch,972,554239389,10,36,1215
Shai Weiss,972,532883568,18,175,718
Sharon Weiss,972,550148494,9,83,583
Lior Alfasi,972,535547384,16,129,712
Vered Melamed,972,566499762,20,11,865
Hila Tal,972,525585538,6,98,931
Dor BenAmi,972,548570563,6,34,273
Eli Avitan,972,545652595,16,18,1001
Aviv Tal,972,543323428,2,189,1072
Gal Cohen,972,576098146,27,193,851
Rina Ninio,972,531270260,25,180,198
Yona Hazan,972,578874924,13,150,760
Ilana Biton,972,566974836,30,84,1058
Kfir Koren,972,595865491,27,96,589
Dor Malka,972,535021718,19,173,1402
Rotem Sabag,972,587621120,1,28,1308
Hadar Shapira,972,510454237,3,32,1353
Shelly Haddad,972,527114306,24,85,1449
Maya Gold,972,593354660,0,134,867
Adi Avraham,972,532474133,20,11,6
Shira Avitan,972,576780490,9,86,268
Adi Melamed,972,599568914,14,184,1395
Kfir Gabbay,972,565682601,12,161,1499
Yona Tzadok,972,545872476,29,143,625
Talia Dayan,972,506186694,16,143,1420
Yoav Alfasi,972,500049467,0,167,629
Rotem Gabbay,972,565550608,1,36,207
Rotem Sela,972,521205574,17,4,754
Lior Kaplan,972,530604873,23,114,720
Tal Biton,972,599094100,17,165,854
Dana Sasson,972,583518145,25,43,206
Yona Halabi,972,596780149,18,112,1352
Or Sasson,972,561736667,18,5,1069
Yona BenAri,972,509256897,18,70,1197
Yuval Mizrahi,972,554756296,6,131,781
Tal Elbaz,972,547957169,22,4,1407
Hila Halabi,972,521262404,0,49,222
Shira Mor,972,515707303,26,52,632
Sharon Azoulay,972,584033268,1,45,633
Dalia Lupin,972,505720236,24,87,439
Yoav Dahan,972,525297505,12,129,1311
Gadi Mizrahi,972,517386864,12,195,53
Rina BenAmi,972,598242563,24,1,507
Sharon Derby,972,595832496,2,188,610
Gal Avitan,972,522098642,5,200,276
Alon Lupin,972,519132678,7,14,845
Dor Levi,972,594299691,25,127,1204
Gadi Sharabi,972,500588487,14,195,834
Vered Malka,972,503727461,28,172,1020
Noa Malka,972,550075595,22,13,646
Shira Golani,972,593980373,18,63,61
Asaf Alfasi,972,532996655,9,117,730
Hadar Shapira,972,505315764,11,99,357
Yossi Mor,972,575868992,26,151,1342
Noa Melamed,972,575087463,22,199,1377
Ronen Peretz,972,509377122,19,194,1133
Maya Mor,972,504950920,20,198,1386
Kfir Kaplan,972,514511996,25,191,105
Michal Levi,972,500564095,13,130,499
Maya Mizrahi,972,547000755,13,24,1218
Yael Kaplan,972,573293551,0,84,814
Ronen Sharabi,972,586482942,14,34,1064
Eli Melamed,972,581923465,0,51,1079
Leah BenAri,972,578386673,11,139,1081
Gal Halabi,972,530494526,13,111,30
Lior Melamed,972,568962526,28,64,478
Dana BenAmi,972,518981116,1,141,1347
Itay Sabag,972,554348015,13,150,1497
Gadi Koren,972,590556342,5,87,1219
Yuval Golani,972,509420116,2,5,1008
Michal Sultan,972,589646574,4,188,1311
Shira Mor,972,554563241,4,152,1317
Lior Peretz,972,519967965,2,82,238
Tamar Alfasi,972,522720809,27,57,516
Lior Dahan,972,549792704,22,148,1403
Ilana Biton,972,500912763,5,166,158
Barak Hazan,972,554471644,11,20,476
Dor Melamed,972,597969065,21,108,781
Gadi Dahan,972,513136388,0,22,1350
Yael Dayan,972,569496740,17,157,1371
Hadar Tal,972,516588863,30,14,1263
Yona Avitan,972,573455231,2,178,445
Yael Mor,972,531768050,4,8,179
Adi Mor,972,565202169,16,85,14
Adi Koren,972,551654946,21,39,1140
Yossi Sasson,972,519959222,30,50,851
Asaf BenAmi,972,529104089,23,89,997
Michal Gold,972,580981377,17,12,1452
Aviv Melamed,972,555237492,17,120,28
Barak Koren,972,533332685,18,64,1457
Dor Shmueli,972,570386781,24,37,734
Nadav Sela,972,589646073,6,171,1494
Leah Hazan,972,546407035,27,2,900
Vered Peretz,972,581097843,30,13,1156
Daniel Gabbay,972,518381249,9,67,912
Yoav Dayan,972,554979170,10,83,518
Yarden Sela,972,578704399,27,156,1496
Eli Golani,972,556862649,19,53,159
Shelly Sela,972,598650995,14,55,19
Hila Halimi,972,527247865,1,133,1059
Daniel Sasson,972,585971676,10,194,740
Gal Avitan,972,513513989,10,171,191
Eli Shapira,972,520757344,1,178,536
Talia Ninio,972,517345704,12,165,350
Shelly Azoulay,972,573877671,8,102,1465
Ronen Weiss,972,520042558,26,65,693
Idan Tal,972,583140551,20,180,1466
Erez Cohen,972,567479586,23,83,796
Maya Moyal,972,556652453,13,174,433
Asaf Mor,972,589181903,29,182,129
Shai Kaplan,972,587976296,3,159,50
Yossi Alfasi,972,576019945,11,124,1118
Dor Gabbay,972,597644203,25,145,959
Yarden Mor,972,537405573,19,190,245
Yuval Lupin,972,591574301,14,42,521
Omer Sultan,972,519738618,25,187,1047
Shira Sultan,972,568223714,16,176,412
Gadi Mizrahi,972,515390926,19,77,409
Yuval Sabag,972,523729346,13,108,682
Dana Weiss,972,502885282,17,140,87
Yossi Levi,972,593271534,2,142,212
Yael Tzadok,972,531999305,30,26,1389
Or Shalom,972,592831690,10,96,758
Yarden Tzadok,972,523254311,17,85,1026
Aviv Kimchi,972,539817073,3,17,542
Aviv Avraham,972,526818775,12,51,1260
Tal Amar,972,585369141,20,108,1499
Lior Amar,972,544819098,16,72,911
Talia Shapira,972,504685110,18,29,342
Lior Avitan,972,588352261,23,94,521
Noa Hazan,972,514254536,9,64,438
Yona Hazan,972,562996217,8,14,1047
Hadar Dahan,972,595924324,7,137,234
Asaf BenAmi,972,562816392,21,185,45
Itay Derby,972,583940708,13,105,322
Ronen Tzadok,972,515187396,16,129,478
Lior Hazan,972,530190749,14,139,158
Barak Amar,972,503596611,7,105,718
Sharon Amar,972,515741228,8,141,953
Lior Peretz,972,584961271,13,83,564
Rina Mizrahi,972,558909227,24,28,752
Yossi Elbaz,972,589647886,13,140,1437
Gadi Melamed,972,524735589,11,148,1079
Vered Weiss,972,567693840,14,88,689
Lior Hazan,972,558420658,16,162,508
Ronen Kaplan,972,523787256,16,179,1104
Itay Mor,972,536487035,8,54,1126
Dalia Melamed,972,526273279,15,196,698
Gal Baruch,972,545868933,6,56,942
Dalia Golan,972,541943041,27,186,315
Asaf Amar,972,506713567,25,113,1055
Gadi Derby,972,536665450,2,30,575
Idan Koren,972,520367119,19,85,1425
Dana Shapira,972,592422763,30,44,899
Ronen Melamed,972,509641177,18,80,1080
Omer Dayan,972,571344506,15,91,1462
Nadav Levi,972,573370920,23,13,327
Shira Halabi,972,547095772,29,82,1081
Yona Amar,972,554859913,27,174,410
Noy Elbaz,972,532160760,27,27,326
Nadav Moyal,972,575955596,19,108,1063
Erez Baruch,972,598099996,22,57,1018
Yael Peretz,972,583301650,24,187,245
Michal Halimi,972,520900127,15,38,1033
Ronen Peretz,972,529112387,29,57,885
Yossi Elbaz,972,543096032,10,190,1287
Omer Melamed,972,588919803,30,170,658
Adi Elbaz,972,590832328,19,196,703
Yona Gabbay,972,582157760,5,39,216
Dalia Shalom,972,556770545,19,143,484
Nadav Sasson,972,599304666,20,82,1138
Lior Golan,972,541780053,17,179,1476
Itay Halimi,972,509306717,1,64,1080
Yoav Sasson,972,580431119,22,102,401
Dana Mor,972,518380621,22,188,275
Yoav Biton,972,579170240,30,200,1066
Yona Tzadok,972,590852644,27,67,608
Nadav Gabbay,972,583456204,30,100,405
Noy Sultan,972,524474051,29,93,1006
Michal Baruch,972,535762458,17,194,676
Dana Sabag,972,598922609,19,148,1281
Rotem Hazan,972,534335784,6,50,623
Dalia Cohen,972,590505953,3,175,483
Nadav Dahan,972,570551229,29,133,285
Yossi Tal,972,558005963,23,89,1153
Gal Golani,972,553205416,14,45,1045
Hila Sharabi,972,522594060,23,138,1193
Alon Gabbay,972,565852630,20,199,713
Noy Gold,972,559706592,23,173,1407
Rotem Alfasi,972,525655436,22,32,92
Idan Halabi,972,559110911,30,179,623
Vered Malka,972,583714170,17,105,216
Dana Gabbay,972,573290772,26,35,528
Tal Cohen,972,585871419,19,116,1123
Michal Dahan,972,520375384,24,59,1028
Noy Elbaz,972,542195636,10,61,255
Erez Azoulay,972,543380760,1,144,636
Erez Baruch,972,548564490,8,1,762
Daniel Koren,972,559410605,26,88,1332
Eli Moyal,972,553495582,27,157,727
Hadar Cohen,972,564746081,16,96,66
Gal Dayan,972,567480995,26,195,1412
Shira Alfasi,972,536162411,30,197,765
Gadi Sabag,972,580961187,11,160,777
Yael Kimchi,972,507767134,23,153,1463
Barak Derby,972,527835865,16,156,894
Dana Mor,972,517333672,22,169,847
Lior BenAmi,972,545143379,28,6,328
Michal Avitan,972,599614825,5,31,622
Rotem Avitan,972,566483870,28,195,1487
Hila Mor,972,504051459,19,199,377
Roi Biton,972,567372476,24,34,746
Alon Peretz,972,596270842,30,63,1365
Maya Ninio,972,540635236,3,128,1407
Dor Halabi,972,543641279,30,166,208
Vered Avraham,972,503828635,11,175,1090
Dor Shapira,972,513256115,13,136,258
Adi Shmueli,972,546193519,23,87,1290
Lior Halimi,972,548522200,5,8,1251
Yona Shalom,972,555972196,25,170,469
Nadav Baruch,972,554951461,2,157,1467
Talia Avitan,972,593373283,20,51,1156
Vered Avitan,972,531805709,5,104,1376
Aviv Hazan,972,591172617,29,72,1085
Itay Dayan,972,595249632,24,41,648
Itay BenAri,972,543800683,10,195,735
Lior Koren,972,516862157,6,8,1317
Or Shalom,972,566226206,23,141,389
Shelly Tal,972,571175149,8,100,1359
Yuval Lupin,972,584794038,15,98,1163
Tamar Alfasi,972,543841491,6,179,1273
Noy Amar,972,503969537,23,142,175
Rina Ashkenazi,972,581625702,23,115,238
Gadi Sultan,972,517310662,16,57,661
Yarden Mor,972,562590155,5,164,1263
Omer Alfasi,972,561944065,12,63,299
Eli BenAmi,972,565012537,0,25,693
Or Weiss,972,543469849,8,164,914
Yarden Haddad,972,512115629,7,157,747
Hila Kaplan,972,554370855,26,100,928
Alon Cohen,972,509594974,3,132,1412
Hila Ninio,972,583803065,18,154,292
Vered Alfasi,972,584346111,29,20,429
Ilana Malka,972,593644291,20,13,54
Lior Azoulay,972,512724753,28,140,1339
Roi Avitan,972,507463759,9,17,125
Sharon Koren,972,565026680,28,23,975
Shelly Shapira,972,534073038,10,45,1121
Roi Golani,972,518185204,25,106,149
Noa Sasson,972,573235905,25,182,308
Lior Shmueli,972,504994606,26,65,182
Shai Mor,972,575666971,21,36,1365
Yael Derby,972,538406925,7,46,658
Ilana Weiss,972,590171537,22,57,417
Shai Tzadok,972,542014903,13,15,1103
Tal Golani,972,516496049,6,163,1181
Hadar Ashkenazi,972,501271717,27,57,1469
Or Haddad,972,599706339,30,169,168
Sharon Ninio,972,537962414,1,61,1459
Tamar Levi,972,562496852,0,37,602
Maya Shmueli,972,541665342,2,7,455
Rotem Mizrahi,972,570903707,2,30,1479
Itay Biton,972,566197433,17,13,409
Tamar Halabi,972,537201332,12,155,987
Yona Tzadok,972,561037245,19,63,198
Hila Mizrahi,972,533617110,30,181,1034
Dana Halabi,972,532071981,6,166,135
Michal Ninio,972,569754674,19,65,853
Dana Baruch,972,536103589,27,74,1288
Sharon Kaplan,972,552712748,30,50,1394
Daniel BenAmi,972,528370739,17,130,718
Dalia Tzadok,972,551350934,4,56,1274
Daniel Mizrahi,972,557837386,12,167,399
Asaf Melamed,972,591636291,27,71,581
Shira Avraham,972,552866578,0,4,424
Alon Mizrahi,972,561860230,29,32,593
Lior Ninio,972,589635315,7,29,345
Sharon Sharabi,972,599560305,21,55,586
Sharon Hazan,972,553668692,9,101,541
Yarden BenAmi,972,504326025,11,194,1429
Noy BenAri,972,545723810,1,130,1332
Barak Haddad,972,527670695,1,70,763
Shelly Sultan,972,584421582,2,12,179
Lior Amar,972,541342589,3,160,806
Dor Golan,972,564023920,2,139,397
Roi Halimi,972,554207936,27,58,87
Leah Levi,972,587521917,19,131,1030
Nadav Avitan,972,555585689,13,23,591
Yuval Amar,972,511315106,8,15,922
Michal Avraham,972,593317124,13,76,961
Yoav Sasson,972,516313323,26,102,23
Aviv Malka,972,531566540,10,144,23
Yona Sasson,972,510794248,9,70,1397
Idan Golani,972,538879945,4,172,1395
Hila Levi,972,579251598,25,190,675
Shai Levi,972,540684360,9,49,13
Dor BenAmi,972,564910825,30,72,14
Sharon BenAmi,972,512763982,8,85,663
Hadar Dahan,972,551074316,12,22,390
Hadar Mor,972,500516105,28,194,729
Yarden Shmueli,972,569023524,14,141,319
Noa Moyal,972,568894019,19,161,415
Ilana Shmueli,972,503020465,10,120,938
Nadav BenAri,972,591543281,30,31,1317
Hila Biton,972,564903922,21,89,861
Eli Lupin,972,536809976,11,23,503
Rina Malka,972,586087043,1,142,1446
Alon Sasson,972,507172720,10,143,451
Shira Halimi,972,548399057,21,118,225
Talia Kaplan,972,518282148,29,123,611
Hila Golani,972,505952434,21,18,86
Tamar Weiss,972,531783848,14,170,1028
Erez Gabbay,972,549420634,25,186,480
Yossi Mor,972,573648745,4,198,371
Gadi Alfasi,972,558191616,2,65,851
Kfir Gabbay,972,583728354,8,47,751
Idan Shalom,972,544467384,15,62,129
Lior Peretz,972,558613969,26,134,1021
Roi Levi,972,544862704,27,148,289
Yoav Derby,972,592474541,30,85,960
Dalia Dayan,972,512438166,3,45,915
Roi Sela,972,549459094,4,58,942
Roi Tal,972,584914699,20,155,1006
Yossi Biton,972,561161015,10,146,1001
Aviv BenAmi,972,552201122,0,146,1179
Ariel Golani,972,535205930,0,168,689
Shelly Amar,972,532749449,5,35,1467
Shira Golani,972,595840209,8,44,441
Lior Halimi,972,559578646,21,21,1418
Lior Halabi,972,588333073,6,180,392
Aviv Kaplan,972,543814387,26,113,867
Tal Shalom,972,569046275,8,36,80
Omer Alfasi,972,576909754,3,19,249
Yarden Sela,972,546342182,22,164,785
Michal Tal,972,512181046,9,37,72
Omer Baruch,972,525351430,13,175,596
Yoav Gold,972,571689318,5,64,1422
Aviv Kaplan,972,584957298,6,165,1473
Dalia Lupin,972,591885104,22,33,614
Or Weiss,972,567643908,5,116,158
Or Lupin,972,562618281,23,117,644
Lior Mor,972,583313359,26,150,1330
Shai Biton,972,536385936,19,148,790
Lior Halimi,972,503372567,8,160,519
Roi Malka,972,541603807,13,106,264
Ronen Amar,972,513393612,13,132,352
Yael Moyal,972,565107683,12,95,372
Rotem Golani,972,592529219,22,176,1497
Ariel Peretz,972,508252593,29,103,1402
Kfir BenAmi,972,549974830,28,124,1242
Eli Alfasi,972,518341594,29,105,179
Maya Haddad,972,543335023,3,152,983
Aviv Gabbay,972,544759725,21,138,601
Dana Gabbay,972,539727138,11,91,192
Eli Peretz,972,552161603,1,25,33
Michal Mor,972,531112034,13,62,1302
Dalia Golan,972,510480037,2,47,914
Alon Amar,972,504240463,18,19,1309
Ilana BenAmi,972,575809575,30,140,600
Eli Levi,972,563705208,12,61,763
Yuval Golan,972,583391190,20,17,767
Eli Shmueli,972,525055523,27,167,813
Ariel Tal,972,588657119,2,26,14
Erez Halimi,972,529372313,18,70,877
Itay Sela,972,527339801,6,112,893
Eli Shalom,972,526952079,27,39,1328
Asaf Amar,972,571962114,11,191,587
Dana Ashkenazi,972,577309808,13,5,914
Dana Halabi,972,553038070,14,118,979
Shai Elbaz,972,561125009,22,18,724
Tamar Gold,972,526839722,21,45,1296
Or Baruch,972,584361680,12,38,37
Lior Alfasi,972,587990998,8,64,17
Itay Ninio,972,583637064,16,66,157
Hadar Sultan,972,535913976,8,27,540
Dana Lupin,972,540429483,1,196,530
Gal Lupin,972,581294838,18,81,512
Rotem Koren,972,566152638,17,199,270
Erez Avitan,972,592126006,16,157,434
Asaf Tal,972,566890931,25,81,1007
Eli Hazan,972,547954179,2,91,238
Hadar Tzadok,972,531379279,1,199,775
Adi Sultan,972,543791876,19,79,312
Ariel Koren,972,525218839,8,80,935
Dor Sela,972,548710780,12,152,973
Dalia Biton,972,590994318,13,178,459
Ilana Dayan,972,531795502,30,39,1286
Roi Ninio,972,530053093,19,85,792
Yoav Moyal,972,586427377,17,160,10
Dor Peretz,972,513280620,13,180,743
Hila Baruch,972,557932786,3,114,989
Tal Avitan,972,510504979,3,29,226
Yossi Kaplan,972,500390282,29,103,1031
Shelly Ninio,972,522949583,29,19,314
Or Elbaz,972,507694000,24,5,1453
Omer Alfasi,972,547542903,6,157,772
Shai Mizrahi,972,548654586,1,160,1299
Nadav Halabi,972,532109932,5,6,1081
Roi Weiss,972,529824776,9,18,191
Dalia Sabag,972,554574882,11,50,20
Dalia Shalom,972,552894767,27,10,1019
Shai Baruch,972,549269713,29,70,97
Vered Moyal,972,542851948,13,160,1030
Rina Levi,972,571700663,5,184,70
Ariel Azoulay,972,545105325,12,119,352
Vered Mizrahi,972,529354456,27,100,939
Rotem Dahan,972,522992583,0,10,171
Michal Avraham,972,528255004,28,147,181
Tal Golan,972,502461336,6,85,985
Lior Sharabi,972,545020160,28,15,984
Erez Shmueli,972,539743514,14,133,20
Noa Kimchi,972,595623637,17,184,1186
Vered Gabbay,972,597883425,7,102,395
Sharon Avitan,972,578406543,21,77,58
Michal Avraham,972,521679367,15,26,1437
Michal Mor,972,522874472,24,78,853
Roi Moyal,972,503337140,4,169,1352
Or Sela,972,511332004,4,32,676
Kfir Dahan,972,581385028,15,11,904
Itay Avraham,972,535448098,19,56,427
Tal Tal,972,586676266,12,29,137
Asaf Sharabi,972,579282256,20,91,65
Omer Hazan,972,532445526,0,95,531
Shira Halimi,972,554769381,12,135,1430
Eli Levi,972,583625938,0,12,743
Talia Dayan,972,560914662,22,12,1226
Shai Tal,972,599730466,16,118,645
Yona Tzadok,972,520973453,28,15,343
Tal Baruch,972,576480188,29,88,372
Leah Melamed,972,521239324,24,172,994
Eli Alfasi,972,519164903,10,115,218
Dalia Shmueli,972,597192253,15,61,1448
Alon Mor,972,559693271,10,132,678
Aviv BenAri,972,510844904,8,26,4
Omer Shalom,972,502676489,23,170,223
Gal Golani,972,521346265,6,18,479
Yuval Haddad,972,546012920,21,148,320
Ariel Derby,972,535943441,11,176,1107
Alon Baruch,972,537258790,19,45,404
Yossi Sela,972,589788526,1,49,1309
Tamar Alfasi,972,545510197,1,132,828
Erez Weiss,972,507529637,0,44,405
Ariel Moyal,972,552099649,2,199,959
Yona Halabi,972,591363377,9,188,810
Nadav Kaplan,972,586355786,8,58,1162
Shelly Levi,972,524528120,13,92,612
Erez Shmueli,972,579933735,30,152,1279
Hila Mizrahi,972,560533678,24,110,851
Aviv Cohen,972,525495361,3,146,1402
Yuval Golani,972,570915546,3,176,1221
Hila Avitan,972,568272537,27,159,504
Itay Peretz,972,586270411,4,147,820
Omer Amar,972,567560850,23,16,40
Hila Ashkenazi,972,574268336,29,169,973
Roi BenAmi,972,570292210,8,118,1121
Tamar Shapira,972,598863226,26,199,967
Nadav Weiss,972,544829490,7,40,581
Adi Weiss,972,544699802,12,155,1450
Noa Halabi,972,511468313,9,152,325
Kfir BenAri,972,565035063,22,110,156
Dor Koren,972,592226022,30,49,1421
Asaf Kimchi,972,507102394,11,170,194
Or Kimchi,972,512459255,1,30,147
Ilana BenAmi,972,577153511,26,87,1093
Dor Malka,972,589652636,6,167,413
Shira Azoulay,972,513842404,26,69,248
Adi Dahan,972,530557077,27,165,195
Dana Sharabi,972,545522029,26,33,311
Adi BenAri,972,590012379,19,79,752
Yarden Biton,972,564751286,19,24,1061
Yuval Dayan,972,585839681,5,52,1454
Maya Biton,972,572082599,26,35,620
Yarden Sabag,972,504312868,18,29,4
Yoav Tal,972,595893144,18,170,1378
Yarden Sabag,972,537915116,8,199,584
Eli Kimchi,972,548654541,8,157,618
Lior Derby,972,539509806,22,5,309
Aviv Malka,972,576221525,27,172,427
Leah Sabag,972,581484418,19,77,1341
